created_at,id,text,truncated
2020-07-25 11:59:14,1286994416037765120,Je oller desto doller...#Corona #Coronacreativity  https://t.co/75uihTyerE,False
2020-07-25 11:58:49,1286994308655132674,"RT @mistermv: J’ai la Corona Song de Renaud dans la tête depuis ce matin, c’est infernal.",False
2020-07-25 11:58:19,1286994185384529920,"RT @E_Sissembeck: Fond de riposte contre le Corona Virus

Les gens au Minsante :",False
2020-07-25 11:57:50,1286994061828788230,"Et encore c'est des chiffres qui datent d'avant le corona, mtn les offres d'emploi ont diminué entre temps et le no… https://t.co/zLT0KXUPUu",True
2020-07-25 11:57:47,1286994051926052865,"@Gueido223 On dirait y’a plus corona au Mali hein, que des rassemblements ! 🤣",False
2020-07-25 11:57:37,1286994009903202304,La population de Corona dans le monde a dépassé les 9 millions https://t.co/g9KIZDiOvw,False
2020-07-25 11:56:26,1286993711675711488,"RT @mistermv: J’ai la Corona Song de Renaud dans la tête depuis ce matin, c’est infernal.",False
2020-07-25 11:56:25,1286993704536899584,"https://t.co/9Eyw3fYBXT Décidément .... quand ce n'est pas pour la formation du gouvernement, c'est pour le corona.… https://t.co/NuNsDTt9a1",True
2020-07-25 11:55:56,1286993583984250880,"RT @myriam_tsh: Dieu est vivant, après deux mois dans le coma et avoir vaincu le corona. Auj mon père peut fêter ces 52 ans. Dieu merci ❤️…",False
2020-07-25 11:55:46,1286993544356466690,"RT @Apush_Bruh: moi j'ai un ami qui a perdu une tante via corona...
mais je dis hein c'est quelle danse ? 🤣",False
2020-07-25 11:55:32,1286993483958558720,@Frma_Aucl j ai la même visions des choses que toi marie nous aux boulot on a tous fait le teste donc  35  personne… https://t.co/QhzTsKe8yl,True
2020-07-25 11:55:24,1286993450617974785,"RT @MG_MOD_OMAN: Cher citoyen .. Cher résident:

Le respect des mesures préventives et des précautions sanitaires vous protège, vous et vot…",False
2020-07-25 11:54:53,1286993319415996416,RT @Walid_RSN: Les particules de corona qui attendent que t'appuies sur le bouton stop https://t.co/jppft4tPmJ,False
2020-07-25 11:54:32,1286993231226580995,a cause du corona jsuis une grosse pute ducoup :((( https://t.co/0BFIAP3l0t,False
2020-07-25 11:54:26,1286993207990124544,"Même avant Corona, la baignade Villette était toujours très stressante. On sait jamais si on te laisse y rentrer, t… https://t.co/il42Kb7Gwf",True
2020-07-25 11:54:02,1286993106286542848,"RT @mistermv: J’ai la Corona Song de Renaud dans la tête depuis ce matin, c’est infernal.",False
2020-07-25 11:53:51,1286993059000070144,J’en veux tjr au corona virus t’avoir foutu en l’air un semestre de conneries avec mes potes 😡,False
2020-07-25 11:53:37,1286993001408069632,"RT @BengueFrederic: @ADuferret @QanonFrance La belle sœur de mon épouse travaille dans un hôpital public en Belgique, ville de 50 000 habit…",False
2020-07-25 11:52:58,1286992836454502400,RT @XAVIERA_ANAIS: @Ledawa @djroll_official @arsene_lejuif @bikophi @_AndreaMD @ElsaCynthia3 @florexkengne @gregondobo @joelmpessah @Laety1…,False
2020-07-25 11:52:56,1286992830821433344,"RT @myriam_tsh: Dieu est vivant, après deux mois dans le coma et avoir vaincu le corona. Auj mon père peut fêter ces 52 ans. Dieu merci ❤️…",False
2020-07-25 11:52:51,1286992808843386883,"RT @myriam_tsh: Dieu est vivant, après deux mois dans le coma et avoir vaincu le corona. Auj mon père peut fêter ces 52 ans. Dieu merci ❤️…",False
2020-07-25 11:52:48,1286992796176592896,"RT @myriam_tsh: Dieu est vivant, après deux mois dans le coma et avoir vaincu le corona. Auj mon père peut fêter ces 52 ans. Dieu merci ❤️…",False
2020-07-25 11:52:43,1286992773439262720,"Je pense que cette épidémie de corona ne sera jamais fini, on devra vivre avec toute notre vie.",False
2020-07-25 11:52:40,1286992762966073344,RT @Baki__69: La pire maladie c’est etre un qlf ou chopper le corona ?,False
2020-07-25 11:52:30,1286992721501200390,"RT @myriam_tsh: Dieu est vivant, après deux mois dans le coma et avoir vaincu le corona. Auj mon père peut fêter ces 52 ans. Dieu merci ❤️…",False
2020-07-25 11:52:08,1286992630367363072,RT @Amina20S: Wifi gratuit pour lutter contre le corona j’essaie encore de trouver le rapport 🤔🤔,False
2020-07-25 11:51:19,1286992422082424832,"RT @BFMTV: Allemagne: 39 arrestations après des violences lors d'une ""fête corona"" à Francfort

https://t.co/uvtyjNyYMd https://t.co/XVNkiM…",False
2020-07-25 11:49:53,1286992061481267200,"RT @E_Sissembeck: Fond de riposte contre le Corona Virus

Les gens au Minsante : https://t.co/XeTA31NFTH",False
2020-07-25 11:49:42,1286992014601486337,"RT @mistermv: J’ai la Corona Song de Renaud dans la tête depuis ce matin, c’est infernal.",False
2020-07-25 11:49:39,1286992003503476738,"J'ai un petit frère/ami, il vient d'avoir 21ans. Le gar est devenu PDG de l'entreprise de son père et a également r… https://t.co/dkuTD4IxhP",True
2020-07-25 11:49:21,1286991926932254720,"je pars pas en vacances a cause du corona, comme une envie de partir",False
2020-07-25 11:48:59,1286991837044015104,"RT @Conflits_FR: 🇩🇪 FLASH - ""La #deuxiemevague"" du #coronavirus ""est déjà là"" en #Sachsen, selon #Kretschmer, ministre-président du Land. #…",False
2020-07-25 11:48:49,1286991793050058752,@peachyjini_ NON PUTAIN C'EST EMS EUROPE QUI SAOULE AVEC CORONA CHEPA QUOI,False
2020-07-25 11:48:43,1286991769062780929,"RT @myriam_tsh: Dieu est vivant, après deux mois dans le coma et avoir vaincu le corona. Auj mon père peut fêter ces 52 ans. Dieu merci ❤️…",False
2020-07-25 11:48:22,1286991680055447553,madame avait promis de nous inviter pour la fête !! Et bimmm corona est arrivé 😪 cc @Togolize @Apush_Bruh https://t.co/cTDVlXGcww,False
2020-07-25 11:48:03,1286991599382274048,"Miskine si j'ai le Corona... j'ai tellement respecté les règles : pas de sortie, masque et gel h24 https://t.co/wLCygQZ0aJ",False
2020-07-25 11:47:38,1286991497850687488,"RT @myriam_tsh: Dieu est vivant, après deux mois dans le coma et avoir vaincu le corona. Auj mon père peut fêter ces 52 ans. Dieu merci ❤️…",False
2020-07-25 11:47:32,1286991472831729665,YOHAN CON LA CORONA PQ ES UN RWY,False
2020-07-25 11:47:15,1286991401553727489,"RT @myriam_tsh: Dieu est vivant, après deux mois dans le coma et avoir vaincu le corona. Auj mon père peut fêter ces 52 ans. Dieu merci ❤️…",False
2020-07-25 11:47:11,1286991383530745856,@Homedelilla @Maitre_Fawkes C’est ta main qui est grande ou la corona qui est petite? 🤔,False
2020-07-25 11:46:59,1286991330560942081,"RT @BengueFrederic: @ADuferret @QanonFrance La belle sœur de mon épouse travaille dans un hôpital public en Belgique, ville de 50 000 habit…",False
2020-07-25 11:46:57,1286991322549805056,Les boutons de corona sur peau noire ressemble à quoi ?,False
2020-07-25 11:46:40,1286991254023217153,"RT @Tsuna11k: Vs vs rendez pas compte le Corona l'argent que ça ns ft économiser. MARIAGE PAS TROP DE GENS, RESTAURANT IL FAUDRA TLMT DE RE…",False
2020-07-25 11:46:29,1286991207965560834,Donner ses coordonnées aux restaurants wlh je comprends pas ça va beaucoup trop loin cette histoire de corona,False
2020-07-25 11:46:26,1286991194979995649,"RT @BengueFrederic: @ADuferret @QanonFrance La belle sœur de mon épouse travaille dans un hôpital public en Belgique, ville de 50 000 habit…",False
2020-07-25 11:46:10,1286991125778243590,jvous assure pour moi ya plus le corona,False
2020-07-25 11:45:35,1286990980529496066,"j’ai supprimé de partout la meuf qui a gentillement détruit ma vie, et je vois ces tweets partout, pire que le corona je vous jure",False
2020-07-25 11:45:27,1286990948698816512,Yénangui fatalikou temps corona ?😭,False
2020-07-25 11:45:11,1286990878922465280,"RT @myriam_tsh: Dieu est vivant, après deux mois dans le coma et avoir vaincu le corona. Auj mon père peut fêter ces 52 ans. Dieu merci ❤️…",False
2020-07-25 11:44:45,1286990770986258433,"@GG_RMC Avec #Corona ,les commerces n'ont plus les moyens de payer leur loyer donc ils ont déménagés et sont partis… https://t.co/xrEgQxqWiF",True
2020-07-25 11:44:29,1286990703806099456,ptn mon papy veut pas aller chez le médecin pour qu’on lui traduise ses analyse pour le corona -_- vraiment un debilos,False
2020-07-25 11:43:56,1286990565461155843,"RT @E_Sissembeck: Fond de riposte contre le Corona Virus

Les gens au Minsante :",False
2020-07-25 11:43:13,1286990382946037765,"RT @myriam_tsh: Dieu est vivant, après deux mois dans le coma et avoir vaincu le corona. Auj mon père peut fêter ces 52 ans. Dieu merci ❤️…",False
2020-07-25 11:42:54,1286990303115776001,Youhouuuu j’ai pas corona ( le coton tige dans le pif sa fait pas mal ),False
2020-07-25 11:41:58,1286990070076133377,"@Raboboy @mompontet on peut raisonnablement supposer qu’une bonne part a succombé au corona en ""lieu et place"" de la grippe",False
2020-07-25 11:41:46,1286990020642054144,"RT @mistermv: J’ai la Corona Song de Renaud dans la tête depuis ce matin, c’est infernal.",False
2020-07-25 11:41:29,1286989946495131648,"RT @Tsuna11k: Vs vs rendez pas compte le Corona l'argent que ça ns ft économiser. MARIAGE PAS TROP DE GENS, RESTAURANT IL FAUDRA TLMT DE RE…",False
2020-07-25 11:41:28,1286989944578281472,trop fascinée par les kids de sciences po qui comme tous les ans font des stories dans 4 pays différents en 2 semai… https://t.co/V3IP7ECMnC,True
2020-07-25 11:41:23,1286989922608586752,"@LouisMeni Venant de wish c’est pas étonnant, et avec le corona virus ça m’étonne encore moins haha",False
2020-07-25 11:41:20,1286989909736280065,"RT @Apush_Bruh: moi j'ai un ami qui a perdu une tante via corona...
mais je dis hein c'est quelle danse ? 🤣",False
2020-07-25 11:40:42,1286989752508481538,@SarahMkf J’ai attrapé mon COrona à un mariage y’a 1 semaine et demi ptdr donc n’y allez pas.,False
2020-07-25 11:40:03,1286989589547298821,"Vs vs rendez pas compte le Corona l'argent que ça ns ft économiser. MARIAGE PAS TROP DE GENS, RESTAURANT IL FAUDRA… https://t.co/QRuWsm9h8y",True
2020-07-25 11:39:48,1286989525273710597,"@loveyagukk C'est sûr que ça va arriver, le taux de propagation est remonter à 1.3 personnes et étant donné qu'on e… https://t.co/UqwTIFuZJg",True
2020-07-25 11:39:23,1286989420642664454,"RT @mistermv: J’ai la Corona Song de Renaud dans la tête depuis ce matin, c’est infernal.",False
2020-07-25 11:38:54,1286989297485307905,"RT @myriam_tsh: Dieu est vivant, après deux mois dans le coma et avoir vaincu le corona. Auj mon père peut fêter ces 52 ans. Dieu merci ❤️…",False
2020-07-25 11:38:10,1286989113338540032,"RT @Darigolo: Sayez les JO ont commencé, je vais allumer la télé ah bah nan got fucked par le corona c balo",False
